,FORMULA,T (K),Cp (J/molK)
3189,O3Ti2,300.0,96.19
1016,B1N1,300.0,19.849
1101,Cr2O3,305.0,126.775
4432,S1Sr1,1200.0,57.321000000000005
4550,W1,400.0,24.928
370,Br3Ti1,400.0,105.818
3554,Br2Mo1,700.0,83.889
620,Al1F6Li3,1400.0,347.272
2061,C1K2O3,800.0,170.043
1994,H4I1N1,298.0,81.755
3853,N4Si3,2300.0,186.429
2153,Mg1O3Si1,2000.0,122.432
3146,Nb1,1300.0,29.179
4409,S1,450.0,25.92
2684,Na2O3Si1,1900.0,200.556
323,Al1,1000.0,34.358000000000004
2997,Na2O1,1900.0,104.47
2337,F1K1,600.0,54.266000000000005
3060,O1Ti1,800.0,55.187
4553,W1,298.0,24.295
1792,Fe1,1042.0,83.68
36,Be1F3Li1,400.0,104.6
3928,Na2S1,0.0,88.70100000000001
2995,Ni1S1,300.0,47.196000000000005
4122,O2.72W1,1800.0,105.772
116,B1H4Na1,1800.0,133.553
1501,Be1Cl2,1000.0,83.68
3799,Mo2S3,700.0,131.405
4072,O1Sr1,1700.0,61.199
261,B1Ti1,2500.0,54.066
4420,S1Sr1,2400.0,63.597
424,Ca1H2O2,600.0,107.445
3117,F2Mg1,1200.0,81.877
1688,H1Li1,1400.0,89.29899999999999
3424,Na2O5Si2,900.0,240.325
4044,O1Pb1,900.0,59.162
4425,S1Sr1,1900.0,60.982
3921,Na2S1,1276.0,211.921
340,Br2Hg2,800.0,119.118
672,Br4Ti1,900.0,133.779
2478,N0.465V1,1900.0,52.928
2941,N1V1,2100.0,64.852
1587,Fe3O4,600.0,212.547
2008,Hf1,1200.0,33.572
4566,Zr1,1500.0,36.846
3410,Na2O5Si2,1800.0,292.88
2091,H2O4W1,600.0,159.829
4524,W1,2900.0,39.12
2048,C1K2O3,298.0,114.437
2464,N0.465V1,3300.0,65.898
2595,Mo1S2,2200.0,87.906
2362,Li2O3Si1,400.0,118.826
2746,Cu2O5S1,800.0,202.129
2884,N1Ti1,4400.0,84.152
3743,Mg1,1300.0,39.316
2502,Mg2O4Ti1,2300.0,227.593
3456,O5V2,500.0,161.753
867,C1Be2,1000.0,73.249
2869,Al2Mg1O4,1700.0,205.962
2823,Li2O2,1700.0,154.31799999999998
651,Ba1,1100.0,39.066
2355,Li2O3Si1,1100.0,155.576
2467,N0.465V1,3000.0,63.304
1763,Be3N2,1700.0,129.319
2857,Al2Mg1O4,298.0,116.198
1103,Cr2O3,300.0,121.922
2312,Mn1,900.0,36.384
2876,Al2Mg1O4,1000.0,178.657
2317,Mn1,450.0,30.02
4411,S1,368.3,24.246
2831,Li2O2,900.0,114.432
525,Al1Cl1O1,2900.0,83.052
1200,F2Hg1,1700.0,104.182
3426,Na2O5Si2,700.0,227.84
1713,F2H1K1,800.0,100.249
3617,F1Li1,400.0,46.543
3636,H2O2Sr1,600.0,115.018
2479,N0.465V1,1800.0,51.999
4204,O2Ti1,298.0,55.271
3171,O3Ti2,1900.0,152.925
4081,O1Sr1,800.0,54.3
3796,Mo2S3,1000.0,142.297
2007,Hf1,1300.0,34.372
4338,O4Si1Zr1,1700.0,150.624
1956,I4Zr1,600.0,134.599
2296,Mn1,1800.0,48.446000000000005
2756,K2O2,1500.0,176.983
3288,O3W1,900.0,99.923
4243,O2Zr1,1500.0,74.475
1632,H1Na1,800.0,56.066
2175,Mg1O3Si1,300.0,82.228
3642,I1K1,1800.0,75.291
1132,Cr2N1,1600.0,107.027
1285,Fe1O1,1900.0,65.79
2816,I3Ti1,700.0,119.696
984,B1N1,298.0,19.719
989,B1N1,3000.0,48.953
1388,Al1Li1O2,300.0,68.128
484,C0.98Nb1,2800.0,61.672
4257,O2Zr1,300.0,56.262
4052,O1Sr1,298.0,45.409
4252,O2Zr1,800.0,73.45
2315,Mn1,600.0,31.899
4262,O3V2,2400.0,183.086
3264,O4Pb3,298.0,154.934
936,Cu1F2,1900.0,94.558
4493,V1,1100.0,30.878
2749,Cu2O5S1,500.0,176.983
3587,Cu1,800.0,27.494
3112,F2Mg1,1600.0,83.92299999999999
1987,H4I1N1,900.0,124.976
2610,Mo1S2,700.0,75.01899999999999
3062,O1Ti1,600.0,50.836000000000006
4276,O3V2,1100.0,140.786
2036,I2Sr1,1200.0,102.717
371,Br3Ti1,300.0,101.776
752,Ba1I2,1500.0,112.968
1429,Fe1I2,900.0,126.224
2752,K2O2,1900.0,200.782
1803,Fe1,300.0,25.14
1393,Co1F2,1500.0,86.186
4356,P1,700.0,26.485
1581,Fe3O4,1000.0,200.832
2562,C1Na2O3,1100.0,192.046
3607,F1Li1,1300.0,64.892
2166,Mg1O3Si1,1000.0,120.34
2904,N1Ti1,2500.0,65.517
4359,P1,450.0,25.997
4514,W1,3800.0,72.697
2689,Na2O3Si1,1400.0,184.736
2944,N1V1,1800.0,62.049
430,B2Be3O6,2900.0,332.754
700,Be1O4S1,1800.0,200.832
1722,F2H1K1,298.0,76.94
2310,Mn1,980.0,37.545
3390,Ca1Cl2,500.0,77.153
3735,Li2O5Si2,300.0,138.909
88,B2Mg1,1400.0,81.17
3380,Ca1Cl2,1400.0,97.487
1449,Cl1Li1O4,1200.0,184.933
3926,Na2S1,900.0,91.337
331,Al1,400.0,25.784
660,Ba1,582.53,54.4
2412,Al1Na1O2,2500.0,126.237
4582,Zr1,298.0,25.202
332,Al1,350.0,25.113000000000003
3756,Mg1,300.0,24.897
955,Al2O3,298.0,79.015
570,Be1F4Li2,1100.0,254.819
823,Cs1,298.0,32.195
230,Br3Zr1,500.0,103.763
4115,O2.72W1,2500.0,114.558
2534,K1O2,500.0,87.655
4479,V1,2400.0,48.179
2530,K1O2,900.0,94.224
815,Cs1,700.0,37.614
2117,Ca1S1,900.0,53.555
3126,F2Mg1,300.0,61.68899999999999
4129,O2.72W1,1100.0,96.441
3059,O1Ti1,900.0,57.153
1910,Fe1S1,1700.0,91.174
2714,Mg1S1,2600.0,58.534
4578,Zr1,450.0,26.246
2951,N1V1,1100.0,54.806
3196,Ca1,700.0,32.406
804,C1K1N1,298.0,66.391
600,Br1H4N1,411.0,72.867
675,Br4Ti1,600.0,133.779
3102,Nb1O1,700.0,48.369
2906,N1Ti1,2300.0,63.605
814,Cs1,800.0,37.635
486,C0.98Nb1,2600.0,60.668
3802,Mo2S3,400.0,117.464
1757,Be3N2,2300.0,129.559
2719,Mg1S1,2100.0,56.468
360,Br3Ti1,1400.0,172.015
4121,O2.72W1,1900.0,107.027
2509,Mg2O4Ti1,1700.0,209.367
1605,H1Na1O1,400.0,64.936
722,Ba1F2,1500.0,107.654
2162,Mg1O3Si1,1258.0,120.34
1700,H1Li1,300.0,28.083
1773,Be3N2,700.0,112.922
1785,Fe1,1600.0,40.459
4065,O1Sr1,2400.0,65.89
2168,Mg1O3Si1,903.0,120.34
2174,Mg1O3Si1,400.0,94.194
212,Al1Br3,500.0,123.846
89,B2Mg1,1300.0,78.795
4234,O2Zr1,2400.0,74.475
2512,Mg2O4Ti1,1400.0,199.091
1172,Fe0.877S1,1100.0,55.396
4448,Sr1,900.0,33.027
1478,Fe0.947O1,1900.0,63.696000000000005
3792,Mo2S3,1400.0,155.957
2731,Mg1S1,900.0,51.463
3163,O3Ti2,2600.0,155.98
1927,Fe1S1,411.0,72.358
2498,Mg2O4Ti1,2700.0,238.212
298,Be2O4Si1,1600.0,182.849
252,B1Ti1,3400.0,55.271
2431,Al1Na1O2,740.0,97.696
1216,F2Hg1,298.0,74.85600000000001
4293,O4Pb2Si1,1200.0,192.046
2245,H1K1,700.0,54.606
1930,Fe1S1,298.0,50.517
4343,O4Si1Zr1,1200.0,149.704
324,Al1,933.45,32.959
197,Ba1H2O2,600.0,122.717
2609,Mo1S2,800.0,76.232
204,Al1Br3,1300.0,124.851
3065,O1Ti1,300.0,40.062
4280,O3V2,700.0,130.071
1328,Co1,500.0,28.2
1799,Fe1,500.0,29.702
4492,V1,1200.0,31.798
2922,N1Ti1,700.0,49.781000000000006
2428,Al1Na1O2,900.0,100.525
3862,N4Si3,1400.0,175.92
1071,Br1Na1,500.0,54.852
1877,I1Li1,1900.0,76.191
1258,Br2Sr1,1300.0,115.06
3605,F1Li1,1500.0,67.906
4232,O2Zr1,2600.0,74.475
1192,Cl1Na1,700.0,57.20399999999999
305,Be2O4Si1,900.0,170.74900000000002
3553,Br2Mo1,800.0,84.935
4517,W1,3600.0,61.714
3293,O3W1,400.0,82.209
1133,Cr2N1,1500.0,104.265
2154,Mg1O3Si1,1900.0,122.432
4452,Sr1,600.0,29.814
253,B1Ti1,3300.0,55.137
436,B2Be3O6,2300.0,321.582
3223,Nb1O2,1090.0,91.144
329,Al1,500.0,26.842
2169,Mg1O3Si1,900.0,119.675
1261,Br2Sr1,1000.0,115.06
801,C1K1N1,500.0,66.354
4171,O2Pb1,700.0,76.21
4325,O4Si1Zr1,298.0,98.659
1272,Cl2Hg2,1400.0,126.311
2893,N1Ti1,3500.0,75.262
3216,Nb1O2,1500.0,83.052
3180,O3Ti2,1000.0,146.356
3615,F1Li1,600.0,51.589
3885,N5P3,400.0,192.46400000000003
2790,Mg1O3Ti1,1000.0,129.938
3166,O3Ti2,2300.0,154.766
715,Be1O4S1,300.0,86.111
753,Ba1I2,1400.0,112.968
2170,Mg1O3Si1,800.0,115.78
2911,N1Ti1,1800.0,58.927
534,Al1Cl1O1,2000.0,82.885
2477,N0.465V1,2000.0,53.974
143,Br2Ca1,500.0,79.454
1544,F1Na1,1000.0,59.505
3118,F2Mg1,1100.0,81.237
3055,O1Ti1,1265.0,63.998000000000005
719,Ba1F2,1700.0,107.654
2344,Li2O3Si1,2100.0,180.537
3641,I1K1,1900.0,75.317
1828,Cu1F1,900.0,62.802
2137,I2Mg1,1200.0,91.462
1005,B1N1,1400.0,48.283
258,B1Ti1,2800.0,54.467
1146,Cr2N1,298.0,66.065
327,Al1,700.0,29.1
1747,Hg1O1,300.0,44.145
755,Ba1I2,1200.0,112.968
4519,W1,3400.0,52.3
4417,S1Sr1,2700.0,65.166
3440,O5Ti3,600.0,200.832
3857,N4Si3,1900.0,184.539
803,C1K1N1,300.0,66.383
1036,Co1O4S1,298.0,103.219
2004,Hf1,1600.0,36.466
1847,Cr1N1,1400.0,55.68899999999999
111,Be1F2,500.0,64.09899999999999
2874,Al2Mg1O4,1200.0,186.895
2110,Ca1S1,1600.0,56.317
2521,Mg2O4Ti1,500.0,156.41
2151,Mg1O3Si1,2200.0,122.432
4563,Zn1,300.0,25.406
1670,Cu1O4S1,1900.0,168.908
953,Cu1F2,300.0,65.689
2163,Mg1O3Si1,1258.0,122.432
2934,N1V1,2800.0,71.044
1996,Hf1,2300.0,41.372
2361,Li2O3Si1,500.0,127.809
2148,I2Mg1,298.0,74.81
127,B1H4Na1,700.0,115.269
1097,Cr2O3,700.0,122.625
3875,N5P3,1400.0,271.904
1881,I1Li1,1500.0,76.191
2897,N1Ti1,3200.0,72.316
1208,F2Hg1,918.0,87.822
4453,Sr1,500.0,28.785
284,B1Ti1,298.0,29.673
2062,C1K2O3,700.0,160.483
3094,Nb1O1,1500.0,56.117
2777,Mg1O3Ti1,2200.0,147.394
1278,Cl2Hg2,800.0,116.817
1286,Fe1O1,1800.0,65.229
1833,Cu1F1,400.0,55.145
3169,O3Ti2,2100.0,153.888
2877,Al2Mg1O4,900.0,174.238
3552,Br2Mo1,900.0,85.98100000000001
1954,I4Zr1,800.0,137.15200000000002
1399,Co1F2,1000.0,84.161
281,B1Ti1,500.0,45.714
4239,O2Zr1,1900.0,74.475
3064,O1Ti1,400.0,44.978
4226,O2Zr1,3100.0,74.475
2613,Mo1S2,400.0,68.91
718,Ba1F2,1800.0,107.654
4273,O3V2,1400.0,149.841
3109,F2Mg1,1900.0,85.178
3592,Cu1,400.0,25.318
4132,O2.72W1,800.0,91.839
2948,N1V1,1400.0,58.045
1427,Fe1I2,1100.0,141.188
2328,F1K1,1400.0,69.789
986,B1N1,3300.0,48.953
709,Be1O4S1,900.0,162.046
1167,Fe0.877S1,1600.0,79.161
1650,Cl1Na1O4,581.0,158.57399999999998
4326,O4Si1Zr1,2900.0,150.624
1819,Cu1F1,1800.0,64.434
2307,Mn1,1200.0,38.535
2890,N1Ti1,3800.0,78.215
4436,S1Sr1,800.0,54.894
630,Al1F6Li3,848.0,289.533
2872,Al2Mg1O4,1400.0,194.686
4082,O1Sr1,700.0,53.262
854,C1Be2,2300.0,91.964
2522,Mg2O4Ti1,400.0,146.285
1783,Fe1,1700.0,41.463
4310,O4S1Zn1,1300.0,145.185
3000,Na2O1,1600.0,101.822
2806,Na2S2,300.0,98.726
3087,Nb1O1,2200.0,62.413
